,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,Cluster prediction
"('101_60_mixed.fcs',)",-118.91717609100445,-112.11677267819022,-54.201663394249266,7.7099312585026185,-55.19855999313015,-27.73198485729339,24.25157882370976,-4.761915045702306,-7.76001464295882,-46.278272128430224,-0.19499752027920003,5.0699657253704675,12.1321047057795,-9.608609413265533,-8.042384067119098,-6.294080573997304,-32.144491029775544,16.44035678749694,-3.990305933535085,-8.531389333153445,3.62941822443587,-5.596818563401923,-5.330901821101074,4.790923335327828,53.067826823843184,-33.63380633674777,-11.090741651125914,8.71098634063583,-3.293547311865176,34.460971628023685,-13.518038174193052,-15.403470346040878,24.6080282657814,-10.248912436050317,-21.27825732596288,8.692874634272854,-1.61255269078555,-10.743185560579931,-21.534444073710837,-5.798217060023173,-7.126168079360155,32.44859197137676,-18.15771606509013,9.907989587517235,1.917873827586349,-11.16913345612977,-10.979877101080827,-3.458118090677487,-12.111864945653764,13.574272806515282,-6.75260167663764,-5.200787591240973,6.568674452346431,-9.378835842725884,10.14295976848132,-5.599203488422956,3.6894950319700355,-2.2225734887968596,-1.7381771100292693,-0.6904765567859128,-3.2925408102407836,-3.329337719692642,-3.100964387590116,3.150424125852017,2.6821856896825347,2.0678325054941586,-3.5960182401365737,-5.181623595456237,-0.6023374017916054,1.378084235712401,-1.4363604112557598,0.8595275185778455,0.0008687227713686241,2.0161650127192843e-13,4
"('102_60_mixed.fcs',)",-123.09462665984242,-144.06254945034868,-44.03822301805694,40.36864792832466,-54.14448443338713,-1.8142321984396277,-23.421011695923767,61.26340862498233,21.207592358285034,-33.93843693953392,6.232250044173185,15.658544148026891,19.42478994019785,-8.962418576523191,0.05816906187813409,-21.61148733015981,-5.241218615105617,28.112768103096286,44.41164792953394,-27.66360673586029,-23.004997797905542,50.228498929289614,13.042928048382183,2.340654080831328,-20.772908476798577,6.195411395137844,-19.493824105974475,19.294916376361495,-37.020482651971946,-23.446845660539857,23.861191108195552,7.253030477398573,7.501906031965934,-19.590927498215308,-27.99768656095963,3.825616623431438,1.4144834963627648,-2.828710250027312,1.0307604838984377,-9.290776684985008,-12.626834015062236,-5.197677534864195,11.199412028213883,6.144183051763542,-9.870975585082743,8.762171219478919,8.393936049060315,-5.691338915763159,-2.65263570908177,5.509262182779787,-9.039360977631562,-0.9580015539623982,-3.5485833220551424,7.152867898499329,-10.662487516101926,-1.4773756601044838,0.15510463852522527,9.192616928750349,2.2395593780105933,6.218597286851652,-2.688212738928075,1.2283675970218746,-7.1703534298328515,-0.13499238171606703,4.263663486249124,2.037487613077677,0.07071691556293569,-1.3932504825055492,1.574465613253686,-1.8842438525645853,0.5923559629293904,-2.8045243134771844,0.2502716464060297,1.9806378759312793e-13,4
"('103_60_mixed.fcs',)",-101.08929437559894,-131.3375140998495,-29.373281370063143,-0.8834578146992467,-19.671561155342904,-13.020881761547287,-20.33010203445928,12.149178374749168,13.182254910171228,-29.385883374671366,-31.72768207121906,34.19456138959801,25.40072275952793,54.21578014340675,-1.1074953385385005,-13.473213709171073,37.27351747723975,-5.842773860413712,-23.774728633231312,23.627465685281138,-28.272093809951897,15.719631854382243,35.26619230304933,-18.804944745939107,10.854363222259913,28.829664634180922,27.60832416013354,0.6914529738537052,-12.950068097825994,11.62912799332744,6.14230561114209,-40.041768734131495,25.570731295497602,-8.915833393922917,13.304149071921936,18.516380731280584,-3.2872743559172513,2.4585479542280524,-9.75607069123765,-4.557446743848379,18.457784090389424,-9.781120534142564,1.8691954112985558,-22.505433763882255,5.667684416735825,0.5033117362308737,-12.960046699750517,-1.0521144967136238,8.026130546168705,7.379450801510133,-0.43204048867506195,-7.285669521436501,-0.05154053175571638,6.153443533875749,0.9265693570105107,3.2903299616171053,2.0647822430685974,-5.90329160285701,4.878872292939861,-4.509936934899466,4.205157100624332,1.7600204385090779,2.258343756711125,4.361595866298425,-5.01938630002717,1.9710035031961128,3.093687630661859,-1.3191002966728815,-1.0509405139331114,0.5730818893498015,-1.75811923121671,0.5650907740706984,1.226936884682547,1.794120407794253e-13,4
"('104_60_mixed.fcs',)",-5.4292897709306835,-146.67881801927655,-35.93367333600493,-51.96121049631284,21.685053465481666,0.8032751281253381,-14.135148624881829,10.153034270669954,7.499639592002051,-20.809120886450827,-21.447927880439067,25.436853612093817,-41.43353208309369,24.7916450253337,-2.8287065351059884,0.6970508180192394,49.094250987856185,18.574394261078787,-1.7551924296404098,26.8654244056091,-18.799821490037477,-2.595442792497856,-21.420864949785845,51.37681157588425,-21.086335298446173,-38.201062469975106,-14.351649461492372,29.599658556715617,5.307911507358057,16.548602914561958,-6.615127632972968,5.018796187679939,-6.895619229882553,2.6087680758004574,-2.209147404440728,1.9785271828275333,-19.066938050838175,-15.428449868535449,-16.01359017363312,-3.998460319095317,-10.15864292750313,-12.462046871285093,-6.229616520419331,-3.413087614165145,2.86848782577858,-2.1984152528768126,5.276176719603687,15.837953595497604,9.210297553185649,-15.091764131064274,-5.867012074813144,7.549731637687518,-0.7413650386379769,6.980879069247406,16.415440116756365,-4.966519360249719,4.281944693714036,9.17815517520096,-5.2832468110376185,4.4531791961980485,5.025034514303924,0.18043334526329602,1.2138951474578308,-4.453321276683068,-2.435437061354701,-3.04603834399568,7.999088779981918,1.806973609533594,0.022780480599680075,-0.597254617625893,0.7525999547443006,-0.1722211880792388,1.6261864069934744,2.0605739337042905e-13,4
"('105_60_mixed.fcs',)",19.190520717849186,-111.57624754948627,-42.138140740353535,-22.667500734992956,-4.063111082255839,21.94107106585071,-15.587215320913977,53.8102641045318,79.93898850161284,-37.952041226710655,6.166766132167657,24.45137173417429,-27.616132860332442,-9.519022630016847,-8.05001726884203,38.93422261386995,-24.472244834951564,46.567693865338725,-1.6474419940408334,1.4683247232579122,-8.486351021929645,-27.489383889881708,11.717919368095238,-48.56001146424341,-10.379352193408879,-22.544160605582913,-10.056727546156717,8.323149932435388,-5.812767506746871,10.240155992349715,-10.892488920962725,2.8989674149694262,-1.346618074089469,33.70504749386444,25.044161187090097,-12.014886875922933,20.664204617443563,25.43112244807012,-0.3483607015665662,-5.735014208296416,1.076870453087773,6.248995822009957,7.489588632740602,-8.320131373406198,0.04168778903087933,8.775905690320064,8.905436982675052,-0.5843525985974285,3.2417937909500933,3.6309523923111553,-3.302110371553646,-6.421325308360571,-10.555308587196492,-1.4787047710393764,8.103490405470389,2.1963508843014727,3.583360398007961,-1.3335026831593124,4.184594202594809,3.410161780552342,4.78178202981079,1.1752332922743207,1.9803124380466013,-2.2302667447779285,-1.873225074261443,-0.45763559378501917,-1.188984890552283,1.5160277505885829,2.2225742961535637,-1.16425216374343,3.381714996572873,-1.112992804555815,1.303049722140104,2.0605739337042905e-13,4
"('106_60_mixed.fcs',)",-4.652811430721037,-142.16476316292537,-18.617878200369237,1.4343447999591117,-17.368618624664954,25.37668999228839,14.577080622259428,-15.466572081720454,2.026929967799097,-38.81795131266264,41.2414114102977,1.178770103537448,39.70213712953259,51.553098120117596,43.47156574096375,-2.011079009457746,-43.94991083919192,-45.53262319069831,6.350671432410817,52.428893188356525,-5.2977432897876415,-1.5217847859570046,29.242769859617553,-3.8955285093572307,-16.5924136416909,-8.621874640484238,6.572138225716007,29.83024855553351,25.55504398723089,-27.50154783269508,2.770977195819174,31.706499648127327,11.188524989206886,12.009814905713196,-2.257245403734866,7.768735808288367,6.877053701970723,2.0666497636747896,-4.318730812226727,5.805974470432633,-7.832012259963318,-0.30631982486655485,-7.34615181726954,7.78137271738792,0.20571119330132642,2.406495433570323,7.542006356113081,5.507313587969193,-5.641616873844068,2.731670567441003,0.8676371923751831,3.851414899163264,9.822477637286832,-0.6626571030980537,5.986811733741087,-0.7991604524054214,8.796675089353705,-4.1604881834592495,-3.680284445860883,-5.05020547679025,-4.241912603655622,-1.4717934195138538,-0.8887946692504924,2.8999325621575744,-0.13156113961478821,-1.9234572681494282,1.7687759428842198,0.8660959928236776,-1.8784984078916387,1.6681541317002333,3.6673648738317386,-1.3794753995230726,-2.3182634377241564,2.2115642650533118e-13,4
"('107_60_mixed.fcs',)",-63.1184336229845,-91.72365684299152,-75.87436273509618,-11.628135082129429,-79.84706513032302,-31.775035756500383,-0.09157673780216413,-21.2301401946726,-36.38822857677007,25.070181447384254,-14.134621232682864,25.55338441155176,57.43727374276615,2.8888300442595227,-11.948099597227584,-12.782042080633037,-25.732641328316717,31.811571599843962,8.023570236467153,-20.082041995621207,-42.21966882574654,10.333969320551278,-16.656430761208135,7.708111745242987,-7.300777152514567,9.59005261153321,5.73218690329821,-12.410814113410764,4.181335160639454,5.184414222480134,-32.253894155717504,18.2919517081478,1.3638417840112453,22.760830540006403,31.262357706655663,-4.662897992870253,-2.6196306378342613,-30.05194189989204,16.466017627934672,-4.948280991843399,-11.296736664568279,-9.365011404919382,15.657459935269937,-9.124020997617983,4.754287251194606,-9.32189949553352,-5.083384652417244,-9.856287887945822,-13.253586811985015,-1.4602430375347408,10.515573122804938,2.3581405342429758,0.3102194516242589,5.597814182734402,11.29504269307522,0.10002048619807563,-6.756809580514769,1.5082228854341349,-5.247114003847055,-9.02134634201937,-5.800706765186554,-3.9347082635096258,2.7700177739631084,-0.24073437547528564,0.09369304615077012,-5.82869724677697,-1.5936360045077618,3.1253600789651133,-1.5426492325485792,3.889190080255031,1.851180845065097,0.2569374589516673,-1.5528320823295003,2.0294876890147862e-13,4
"('108_60_mixed.fcs',)",288.4289693302479,-133.70588519748256,-63.90519694974601,-65.00707809951048,-32.2926186862682,64.34542135939706,-28.092244000973466,-0.9876488263324923,-22.098732305875693,-27.526432396578258,-0.8033354249719853,20.051889283287583,-43.43969919982686,-10.00792307918925,23.257733903678126,-21.04965500792515,-41.019042046972686,2.149291556337026,-23.50173516423432,7.617127444794852,14.526974729473727,-7.881412870539038,-34.44049639443835,-18.291541073459396,-27.999369506257658,-1.5353020420253338,-1.4361499855763729,-11.365678435044876,9.697647493417618,12.70391631956754,9.576966488173145,-5.623553824994594,-1.2392396357118631,-32.61884244526214,-19.46573140352846,-8.572715652837598,4.312651100676315,-20.14931464672886,8.176391027800094,-10.143028057628609,36.505718420834036,-13.911463119571675,19.345732572895884,-9.76518628811943,14.183443989524342,-3.845761224029662,7.477488091628572,0.9232130702860073,-5.085450766135331,11.390582321888441,-0.2320681964513338,6.46991056426401,0.9197257960265226,4.32043698769892,3.9355440868140192,2.592047023073454,2.525090524628793,-7.125493049234504,-5.262581433354705,5.800329815144693,-4.626453914874415,-6.218691342338406,-3.599379796238643,4.787437259027506,-0.4211744982603891,-3.0598829971366737,0.6323724404073809,1.3870463928456598,-1.7920954126526825,0.729221924577383,-2.1879548532992485,3.049814011911675,-1.5054470088810223,2.1671553440683056e-13,1
"('109_60_mixed.fcs',)",452.45316923280075,-101.46673666873954,-93.57865116777172,-95.0111538718427,4.797493121646854,-12.155724994562727,-9.156241147997758,2.3837786799249585,1.7811169098674213,26.374038155246225,-47.17813123132434,-0.5014005013124923,19.803396099864706,5.851012928632443,-3.931531384103103,-16.730886752149964,10.991924649594143,7.245173475301499,-18.217644116570206,-11.183877725775712,11.261846425505187,-8.662744612943435,6.43755733602152,-13.974069727223949,-25.128041130438987,-0.8006210723773242,3.7231837918675748,14.63983086344668,39.4281447356708,13.086536799139946,1.2612519118249423,-2.396294454445383,-9.976302058925166,0.37564234404222785,-14.08448444910167,33.920034212985094,-18.17703129020868,6.206743640872361,36.019113057407296,-21.989697848058526,-29.32882899660062,25.246269784595682,-5.0464020005580235,0.20003900160944976,6.940379805613562,12.059625408339258,0.4622783867549347,-0.8876170023906775,1.817048759770623,2.6237645085218624,0.18871881496265885,-6.950245608914778,-6.954269713169996,-1.759815942242259,-12.17572431211045,3.7949408577428825,5.417593990937928,-3.2220570649862665,0.8924666009269362,4.252496191814891,-3.519521507749606,6.632342200182293,-4.250016443176673,0.37256876554320706,-2.6567373456008885,-1.26324678994368,-3.0751342348718023,-2.4864049272350375,-1.5864340852293441,-0.8562886848080384,0.019789259020513317,-1.050738036236329,-0.07113289432052494,1.8207657603852567e-13,1
"('110_60_mixed.fcs',)",433.6479159902908,-91.95094836876204,-85.76519133793438,-26.412117069436874,22.290632642550396,-41.83740402615194,5.974775347940097,30.018580035589924,22.316429052946475,36.237389649736514,-16.829769937316097,4.8514799425528246,11.411677455688107,-4.732678184714693,1.5702867514974521,-7.538388469725563,-3.793833414739211,-10.401530024475932,16.390722561749605,3.1194193696309753,10.401062039480088,34.304222031771786,6.112560913512679,10.499467417907844,12.560554177957794,15.250544030990369,-20.369924361386833,5.8060559837397125,11.221873615124528,-14.270522410252466,-24.455906812052742,-17.73945630115977,-21.757813998789604,-3.9350285260306106,-3.716925657532462,-17.165139428432816,28.51745348538625,7.934347375647636,-2.552071605622247,-17.484134006046354,12.273401998594487,-15.56857935908022,-22.701029705241123,-11.166736068041537,-9.717457458673607,-13.30254159890845,-5.561522862577638,30.34448018771135,-18.20682295231847,-3.180284994542354,0.3040494658561599,-12.712709016307745,-12.095468774793195,-11.768349332983618,4.7678222277918385,4.627076654941966,11.588517260436802,0.28693288655594174,-7.820977124903654,-1.00502673571539,-3.412089236249545,-0.5097909291317091,3.9257351864052925,-0.011881663322172997,2.848861892678462,-0.07962168423258476,-5.098989171655207,1.206600404011395,-0.7562890160615158,0.8300535248985492,0.9493127814484359,-0.6681582342766941,0.45032387101803284,1.7852386235972517e-13,1
