,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,Cluster prediction
"('101_60_Bacteria_Run1.fcs',)",-334.82937932184734,-9.976043119627692,-149.41011290717717,-48.31280964839321,-7.613045645556472,34.25369023593517,28.585044434659256,27.967616948698787,-45.79609625468154,54.331298534207434,18.14730201661454,-14.232781771669947,-44.49007446316186,-39.10352577808991,8.994418642628577,-12.842787179429715,1.572648793602256,-19.09151799630392,-27.232633053923646,-20.510358481329654,-16.275252139248288,8.08038853962978,-2.005926458119011,2.6798598428520104,-15.79550095588697,-15.113944092393108,3.7621044220181297,-13.097453796275284,-23.922705536344612,-0.9868184297796243,3.5034543026475733,-6.436475063424897,-2.014616595910872,16.720836586648236,-3.87425680422421,-23.29123208539686,-6.942784863895913,-6.1967151158939995,17.648808120331378,-15.960132629500503,-7.85906090762498,19.052685274523732,14.999862424065759,16.759210238401046,-0.4888895885458382,6.642068322609358,-2.8237927334216613,10.068415192627619,16.87788267062108,3.204762135713827,-10.68264407646729,-1.6386226057860407,-2.6711059775273434,-8.009597682159013,-4.33913501494553,8.169706017515146,-23.869006041692018,-16.65720251364163,-0.8594979371345488,7.381965225064842,-6.560407493927258,-1.6991796610950614,5.717156113651285,-8.667510530695768,-0.8085585572146736,0.8434639481740458,-9.241987656668357,13.347076696523592,-5.377835104590063,3.7107787918639934,1.1447831951896883,-1.9293609233506444,1.632497111541334,1.6291127054375951,0.5233077386172758,-2.9995268329314744,-1.4007754885832289,-2.0510757156259283,-0.06943710271049808,1.32886118110372,0.9334613508810818,0.20048296716327307,0.19351006887517863,-1.5684354048955418,2.2937207688755734e-13,0
"('102_60_Bacteria_Run1.fcs',)",-330.55660483258816,-13.465722993026285,-142.83201812537322,-5.770690730183953,28.892965846910677,10.339308007276893,54.268391782111365,-5.8202577235013955,10.973319254637783,4.086146193131386,-43.18190391853243,-14.869546279981465,52.13785585788468,17.116525346374395,-22.35511638683787,-13.064174460813671,-4.257364470710696,36.52385451536783,-5.980556328253601,18.18726061300751,-4.058080614299695,-29.583720088956525,-22.66987091344905,-13.298636526214334,34.49241382774063,3.8294170055075227,7.234938803878196,-13.726403260124586,19.049137222285516,-13.058305188392788,27.859416017072434,-30.059339078744365,-4.430215592157117,16.046312152160343,-6.687649214864321,-15.422377823085254,0.6679084509400548,5.315770141153771,7.450174319676153,1.6535897591442121,-9.063207496999075,-1.4821870767509278,6.053031452137073,32.26324794459548,11.88446367557414,0.4101072760665492,-13.89696818291213,8.631973979299753,14.509630146733137,-3.766878833625869,-8.876094174683573,11.950828146817297,-8.885795150287322,-6.814813433506087,4.378129358310203,0.37903837905964544,8.020925082040419,-4.0485813973620495,-6.583212905354619,-3.5828520529465946,-4.116089625737741,8.112149510862508,-8.748584567445276,3.313558535013834,-0.7844726836982399,-9.445928820001669,-3.2659700196092816,-3.4617716573141983,3.0810018881045327,-3.9256330655486646,-1.3089067199073854,0.46135042301482887,4.0265788073681295,6.790738486678176,0.06523268576742147,-2.947437785467794,-2.133344131963134,0.34167338627803545,-1.5287052212452235,3.22436004166409,-2.0281978353952512,0.17122345971974262,0.2593033058581229,0.9878293155301522,2.241540286718191e-13,0
"('103_60_Bacteria_Run1.fcs',)",-342.172459428495,-11.882621077328231,-154.81613183755798,-34.29355842560008,4.863677518791028,-16.419210525040697,31.072465792865632,23.799940358279812,25.920700548320585,1.3832358201729567,56.02501735079095,-7.8699740271285235,33.703093459262035,-2.1252687451457692,-5.553719986626057,-22.98468749936033,-25.329114656847416,-1.3275016756295037,-0.8304185215492108,18.53700824775141,-3.8506961022949513,8.259473005774655,19.83806938177289,4.805338143308069,8.841144418553416,-17.66131789801917,52.766788905567445,9.326491244825622,-20.526250623179585,-9.872540107222004,-6.198093137702342,-22.779974783415945,-11.3786303527264,16.71156909637811,-6.924125797998764,-22.855922624821275,-21.2391795458298,2.948840047920255,-17.176385481170083,1.8241435254647256,-8.39326799765025,7.688414522810154,-26.238465353171133,-22.08264243479197,14.957267400908904,-9.198842788437199,12.39166847463812,-11.139672360224116,-9.5251462309786,-1.8934779073273171,6.686426287798977,-6.845829078292261,-4.973904338831957,-2.0885375404470063,12.701349031047226,-11.340301963007136,2.6700881514740793,-8.317636615852159,6.668614866524781,8.109445225121876,3.2662188523845286,-2.0133398777750404,-6.4517047864930746,-5.126360087753516,-2.292754373718762,5.989897949672763,11.295834119847338,1.965823104747645,2.289743805324883,1.2709021541901206,1.661828747437748,1.3993796023526066,5.1163981848324385,0.05666094925138465,-1.1936434816263053,2.5686426751698654,0.2860858602916241,-0.41256838308789767,-1.640717681708196,-2.542572508010294,-0.5535888363042831,-0.8290052393002885,0.5329498534905879,0.5318862453100506,1.965094753586527e-13,0
"('104_60_Bacteria_Run1.fcs',)",-366.08402923598925,-16.515143015089407,-165.42416331237882,-51.41239166939129,-0.10789497888873045,9.458427231590152,-63.15758334672392,-54.87437884947545,47.06259795323979,58.16983072170552,18.59521828107185,-7.9014003066961855,19.656876047981594,16.743485117424495,5.279808061535261,5.056690108106745,21.29885295308292,-11.597409707776562,3.669214837486175,19.764817230390467,-26.683972682095508,-12.980755399485352,-8.801404900966242,31.642109469797603,-13.013360959125677,-24.88514692741979,-40.01165904052099,1.9886859394858214,-8.25667228481792,2.254103518392438,-5.131506590339944,-23.051798474724478,-3.370100599238782,9.761024270801062,-20.360807298235148,4.106201419443783,-6.604742783231761,21.84121060308106,9.120854509024884,8.857792080762694,7.327911919667148,-13.324111128218496,0.7395004026948229,6.159862138368053,-4.632718064241094,15.905871098591714,10.197431533788683,2.087814604237927,6.63446686772758,10.677479407385093,2.986223962939587,7.736824312165757,17.85175810631495,9.57225112293003,11.248229893653942,-14.248759558065302,-2.1020848025445473,-8.216424402656678,5.357993053037223,-0.601453594663484,4.6520084423639645,-5.300668351780764,-2.0914117989961456,3.4507265412912638,8.53665604151843,-8.593466483684558,5.253394032285377,1.326362607713536,0.10935672877435693,0.68354919030459,-0.46933654413737536,-1.6308713273172941,-2.4398206070616038,-3.0835375671033347,-1.4889409165162286,3.101863100770071,-0.1343471994482126,3.157212848990855,1.06319870892054,0.4281950672581969,-1.2996027825743468,0.2716002702879621,0.47011712740222134,0.8851740509605395,1.971756091734278e-13,0
"('105_60_Bacteria_Run1.fcs',)",-343.19373365946535,-17.536249394538018,-142.95504903336467,-37.83171840193067,-35.446772053524114,-11.384232249148974,41.386568268979175,16.136754759139492,20.678210664898906,16.77312628631898,-16.45971412065711,6.059983422839034,40.44819333859414,5.120020386459794,-18.107476743760763,1.4613861458038304,25.35986268559509,16.962808934539428,-14.342067942341098,-27.974641241520807,-4.406058738966333,43.511788057035496,-7.655780053666575,30.022427273120204,-10.593691311929575,4.925634461503103,-3.0569212937888697,17.826664288213806,14.27908880156176,9.774522289509715,18.74708558239367,13.924750187502262,25.48419124870501,24.270881581978514,16.900115715186523,4.704851009285218,7.378724904151562,-9.97765621795982,-11.110753877953059,-25.772366869922884,4.0134850734910525,3.933889209447327,16.301499474000483,-8.324933866619219,-10.153494915335626,-6.146214688437917,1.9524736261383444,1.5530736944351125,13.809170894060802,-14.161646936915774,30.653427925801427,2.619906962805362,3.2348486777487437,0.14577390463501505,12.193092287945754,-1.1449577478608388,1.7688709727783234,-5.578845623817838,7.421367041430916,-14.913231454110782,3.943583642819118,-8.758162689606142,2.121419328196783,7.380652744507741,1.3481214347890143,9.593887935997314,5.648797146632575,-3.005507931321026,-3.180889972650501,-0.23782932995826656,-0.2988434079317557,-2.5846600505759976,-1.5195050218519488,4.103803068483104,-2.3733632843798875,-3.63039615236854,-0.09880053590555926,-2.9758034197556213,-1.233710758799411,-0.6099019377103221,-1.1015899927326327,0.38592386712006466,0.583898067171758,-1.2914255877444578,2.7267077484793845e-13,0
"('106_60_Bacteria_Run1.fcs',)",-306.85776728040867,-13.680378779427805,-111.4157957052769,-44.84906011257042,71.15987130860042,-11.938126799700616,-20.873826685525604,-2.633301142997066,-16.748901099263975,16.492100527174216,16.02140162631656,-25.572425279009323,-29.99771172441915,-22.490322958370285,-10.92049291992354,-9.230452185706888,-0.5719024477193425,22.745709245034625,-10.472693078632927,-9.32733269443035,7.373447707248639,-33.76832449378501,-17.524815691794625,27.325438519677576,-15.029410469453115,5.708667855100678,35.8510352167162,40.07670944147651,-5.147196356433724,2.875154577018401,10.789332383024465,12.345878517236706,3.5792015644934096,-16.523880469591557,-11.641435989990681,23.767511328955564,4.706745364322309,2.107517307909349,-13.434373401149744,0.8695594325192961,4.714784683438868,-16.670554685655077,14.376236046754329,4.300905760246673,4.704638266817479,-14.315402478830856,-18.143290389203344,-19.26012779572528,-0.7122064508873982,-8.832410995823215,-25.217946244204395,6.71011358165474,4.732296689344858,-2.584816136964978,11.17159462422932,-3.301076462243402,12.451157770100133,1.5860827774764452,0.4530644863963573,-5.392600877291391,-5.197518225223102,-9.226810408433785,9.447176578581665,-3.8478694638787,4.143358460826136,3.894718484841765,2.306738005580481,5.357104171205892,-0.7448825750815935,-0.9715376357434451,-0.7963724657691365,0.9589036979926893,-7.764238765330315,3.98853959419274,-0.8885835932855759,-2.345323748403816,0.37079991430130166,1.0758921510277397,2.3651260820073654,-0.571692709422787,-3.0080490831205235,-0.559158022618977,-2.1663870235487046,-0.7903657461793496,2.320366121466577e-13,0
"('107_60_Bacteria_Run1.fcs',)",-320.0659180445724,-7.997838844588215,-143.2377547883037,6.28493936988977,10.740327380526935,72.66392121422074,-32.29746612427299,-24.5727395479055,6.255697757292905,-6.999916599828033,0.8209084066298864,-15.4696308438197,15.39004719604098,-33.500218301953986,1.0657707101074276,6.19001086106875,9.438859216262268,21.804102609665396,-1.9041214180395611,-1.756560755016923,-7.886063574145653,32.54762827274725,37.4953318091315,-15.924223031619844,22.804501037932674,0.8001146462075415,13.971240385429688,-24.26936973251421,-34.852167361206554,2.947720034345849,6.359964817972902,2.3322841379216763,-15.600647396105716,2.751133103640097,-10.423841895549199,24.63885425830573,25.913455675664082,6.523813263855965,-22.974625799960503,-14.281412474122241,-9.213993526101289,-17.18138593509674,10.246023505795899,21.228814193351546,-10.165826868978714,12.93437273481964,19.21364490217203,-7.434468840926924,-1.8256992364124836,-11.677845719529358,-0.6508249560502168,-7.934844868266157,-1.0942568652444926,-2.525784117601434,1.2997414498257776,13.463883069053695,9.093689268217418,5.275358306647819,12.590000924529974,-6.866455260794455,1.4876723535984788,6.566973835703379,-3.0180420402917054,-7.891308547885182,-7.818927348346146,-1.8836208534560157,-1.3620499111088797,-3.594552507040053,-0.527027797611445,1.8805701968802317,2.3251593121154723,3.8950737947267933,-2.4778590537742793,-7.156755738848082,3.1600966207994077,2.2905748165643036,-1.6078323984406948,0.6783615381644141,-0.44165182441122663,0.49643446048748796,-1.15378103246801,0.6432821113244844,-0.8473750031908915,-0.6610883957103488,1.9614865287564953e-13,0
"('108_60_Bacteria_Run1.fcs',)",-327.4742770901214,-10.18352194736628,-149.3750099850617,-10.65530534008668,2.3835407904750543,47.96135475968248,-12.795344858594643,28.318390360297386,-2.5254560614295194,27.306214828700835,-27.072563097688906,-40.04751567660486,-0.8294825742901768,9.013322923151403,-20.828298416721374,4.807025085505273,23.17153029528433,-11.250422167856916,-14.438613827941662,-19.8848428702548,10.132877597533318,11.178665837468355,-8.093736134600347,17.643448933253854,4.55127881599244,10.032906234142075,-10.017921493888304,-22.652137304601865,-6.703970677563915,-23.44221522625751,-42.57727513128429,2.8714959029579097,-3.3825903925221255,-16.231046061079866,9.14317791902144,20.669996736779023,1.5522730651916543,-20.72714818854191,8.011687816580853,4.670644268734223,-10.52816042798359,1.1571310601309888,-30.61944861495838,11.682060194275326,21.692129384043362,-4.2517432116392175,-4.436658343173152,-1.4165833011212183,-17.550273908615175,-12.231781587040004,14.609880115026172,18.082235658645363,-9.286020144593955,-4.457581843638575,11.18301286979283,-7.143144788584173,-8.181986198684967,12.736221474062333,-6.920684934590348,2.2870988382645763,-14.138875593085897,-6.591459449945829,-7.442755659167968,0.15720197178129247,9.455540444338379,2.0095817722445855,4.770542493660628,2.131853502590684,8.517637106109714,1.2323600870642002,1.5757634463503876,1.517930996422167,0.6981697837734537,2.658681972741842,1.7651739246340512,-1.2238126120456743,0.1504965463231871,1.394725647078045,1.581481083187144,-1.4999892448778418,-0.5277735316494327,0.18650862145183966,0.2853398269640457,0.2712429083360641,2.353672812205332e-13,0
"('109_60_Bacteria_Run1.fcs',)",-320.42799284818307,-17.967659442502597,-118.480514153736,-4.895510429703036,-21.81186091566309,-9.227271096116507,43.96135353650668,-8.28736602094213,-4.4109612422100355,-28.005618177977794,-9.140474475651299,15.678407755721146,-16.937168304810093,-6.957926662613039,-9.792341316244952,-27.323452055958857,-40.501460746558,-32.03390307127466,-15.868816571038785,24.111383798952662,-27.34296826653659,-4.287380791237039,17.876508722050094,-9.494437458559842,-13.53795431401829,0.8872685771960778,-26.437133449136436,24.869197146465694,-1.9118690735017343,-18.425735264494612,-29.609729370282544,0.07661533512889052,25.202470060377657,-13.531971216831622,10.714634785157518,15.812525269957312,14.315012255057137,16.180626814841567,-10.707782608765141,-12.593071881344095,-25.361315387375818,-9.64922745121258,1.3692988033161453,8.750447110406665,27.1584342472707,-2.8536646864091577,-1.9303514733918727,6.913947144619899,14.860690513000915,-3.495519481436032,-2.0693408105766733,2.822879067576355,-3.0985539035453757,5.109845901880001,5.246151119574639,4.435801569102225,0.01890128298775129,-2.3882275278055776,9.515727436860022,-1.659904217461353,9.580896954834518,13.069437225530894,11.175315252266486,-1.8731972259095535,6.693165923785783,-7.031248699511983,11.772052283540464,-8.221987545831928,-9.812977025182096,-4.714838419349937,-1.8102367580171879,4.567565235041227,-0.14024836995706913,1.556615780289571,2.408160162729663,1.3034770914505458,1.1961523099830211,-0.3980975017634192,-2.399138551235487,1.3772472188628102,2.4243193957988445,1.5231120439675108,-1.49764481104589,0.02555420977905387,2.0272672429655358e-13,0
"('110_60_Bacteria_Run1.fcs',)",-307.1906071812219,2.393629677259331,-171.594708277501,25.85453098909239,10.627929686198817,101.3568369616566,-40.82751537488661,45.87060856704822,29.382862410277813,3.6423296516807486,-1.0481778842889145,-26.29487239041186,-19.522712466762428,-4.821577556333348,2.002607154660806,31.551627328771026,-6.68586038856193,-16.035301233614806,4.639765138865446,-4.558892968140777,-7.003276738938519,-24.75746770135571,-9.632774230113586,-24.331819173006203,-13.326680284948605,18.500550048945684,1.1763722206957334,11.758184126931647,8.222843090307391,1.7245011347398875,29.51645842360884,28.152873031402805,11.403388881139039,-3.5546214680564727,9.21197559042233,-22.51800163443794,-26.360304426235736,12.050962194530513,-4.303051413551691,-16.38943323296103,-11.411067628163472,0.5385826510813083,-14.399049757959288,-9.528924949041176,-2.8067820740679164,28.223704581189672,-11.038064920326217,0.4563223483578316,6.260926845528267,6.013721644017155,9.94425546980025,2.6037158245657626,-0.8146107589440561,-0.02627648769184976,9.6261136240378,-6.234179165927819,12.912228989823875,5.088689923297498,-4.18568019133647,3.4890807408729785,12.328785320226858,7.6028550669145645,-2.5438698728321265,-3.702833044427532,-3.1973358683640445,3.958548872629505,5.070931989969751,-4.746431588404021,-4.508150761373352,-3.1135604582472602,0.8617298518219538,3.109304336607542,3.371473443996346,1.8927776215124537,-0.08965680820699906,0.9089983639862247,0.30179354073605813,0.13355380234276337,2.2687213431683295,-0.970353481369254,-2.067672866716501,-0.4028832912496769,-0.20013704402529164,-0.11111158567710344,2.1227464230832993e-13,0
